timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,latitude,longitude,speed,accel_magnitude,linear_accel_x,linear_accel_y,linear_accel_z
1790250601402,0.20026991460594357,0.4197181506901742,9.660990062136099,0.00011656592199223273,-0.00035676607662533136,0.0000072928871711972505,-33.34663942373654,-22.23743069900757,-23.475603168293606,23.3352096,85.3205683,0.0,9.67217660846862,0.20026991460594357,0.4197181506901742,-0.1490099378639016
1790250601511,0.1972282477388422,0.41941928157179525,9.661788433397678,0.000005412479429107608,-0.000026834146518835877,-0.00009663574027251726,-33.18073747217847,-22.206654519713684,-23.69402033773738,23.3352096,85.3205683,0.0,9.672898595932736,0.1972282477388422,0.41941928157179525,-0.14821156660232226
1790250601611,0.19864368488956058,0.4187346112195542,9.65634693897457,0.00010385613070617778,-0.00006668606298873867,-0.00001902510380417662,-33.113761880345,-22.222595384225016,-23.556316666964573,23.3352096,85.3205683,0.0,9.66746265542429,0.19864368488956058,0.4187346112195542,-0.1536530610254303
1790250601720,0.1976887691441057,0.4234518955306556,9.649060357976216,0.0000987510629731103,-0.00025715407013930034,0.000249003497180281,-33.30849135353048,-22.510511007646194,-23.735048971637063,23.3352096,85.3205683,0.0,9.660370497509001,0.1976887691441057,0.4234518955306556,-0.1609396420237843
1790250601820,0.19661862857124257,0.426547304443995,9.645064169907526,0.00012335253093374155,-0.0003498697135274118,0.00018972367627056959,-33.26459030298942,-22.462486473807907,-23.90065474567732,23.3352096,85.3205683,0.0,9.656493376462473,0.19661862857124257,0.426547304443995,-0.1649358300924746
1790250601929,0.20011232083801214,0.42278262187269017,9.641785011653033,0.00010385242886712562,-0.00017914081462767613,-0.0001162530791660656,-33.020735802881134,-22.23941656387883,-23.962252810551252,23.3352096,85.3205683,0.0,9.653124276484053,0.20011232083801214,0.42278262187269017,-0.1682149883469677
1790250602029,0.20030720608715255,0.4253729310822457,9.637001127353985,0.00001973334599208986,-0.00020127299441071765,0.00029114547318163627,-33.09226964260731,-22.085179571283355,-24.07270027913234,23.3352096,85.3205683,0.0,9.648463910692204,0.20030720608715255,0.4253729310822457,-0.17299887264601566
1790250602143,0.19713100089350083,0.4255873473219025,9.633509605221393,-0.00007738113383310913,-0.00003458769767317353,0.0003632732034206519,-33.126731408536074,-21.817960156665634,-23.9427798550609,23.3352096,85.3205683,0.0,9.644920556210227,0.19713100089350083,0.4255873473219025,-0.1764903947786074
1790250602249,0.19628282023310684,0.4233365294232119,9.62613979995348,-0.00003551558303405214,0.0000151627250140386,-0.000013927307439015893,-33.10972085728245,-21.99149720006656,-24.042091318492734,23.3352096,85.3205683,0.0,9.637443032823136,0.19628282023310684,0.4233365294232119,-0.18386020004652082
1790250602359,0.19717922495186058,0.42443061487276723,9.622747065622454,-0.00010392280563280336,0.00008957132529744913,-0.00017731002376911644,-33.15379051077276,-22.130736231364878,-23.832017408684802,23.3352096,85.3205683,0.0,9.634120721816778,0.19717922495186058,0.42443061487276723,-0.18725293437754686
