timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,latitude,longitude,speed,roll_deg,pitch_deg,yaw_deg,world_accel_x,world_accel_y,world_accel_z,linear_world_x,linear_world_y,linear_world_z
1790250602774,0.19979778230157952,0.41854501021586843,9.60555338964737,-0.00016718155018560535,-0.000130327505926644,-0.000006365535358807711,-33.171395152088735,-22.349023913954028,-23.102459503952982,23.3352096,85.3205683,0.0,2.4949841007732654,-1.1904646745112522,146.91752191716648,-5.551115123125783e-17,-8.326672684688674e-17,9.616743471714077,-5.551115123125783e-17,-8.326672684688674e-17,-0.19325652828592332
1790250602883,0.19774485941059636,0.4212204819688725,9.607281547281222,-0.00030341411047249173,0.0003496898576254259,0.00012480134180694328,-33.25498484680612,-22.57365251106837,-23.222804643121854,23.3352096,85.3205683,0.0,2.510461393990199,-1.1780103257441186,146.72584781577416,0.0,2.7755575615628914e-17,9.61854398818156,0.0,2.7755575615628914e-17,-0.19145601181844007
1790250602983,0.19834514799780284,0.41981831897990596,9.606628802716434,0.00019018492368286797,0.0004676863616205235,0.00019691321457028065,-33.34399355724013,-22.439420666813504,-23.412530622014675,23.3352096,85.3205683,0.0,2.5022849791256325,-1.1816730087933156,146.96277347018102,0.0,-2.7755575615628914e-17,9.617843062343363,0.0,-2.7755575615628914e-17,-0.19215693765663744
1790250603093,0.1952345182456927,0.4202303296619175,9.610820843001438,0.00003357709992769632,0.0003894468799166183,-0.00004773227955250841,-33.555197209757395,-22.076710740480323,-23.34826720717894,23.3352096,85.3205683,0.0,2.5036464774394886,-1.1626376570463206,147.57970013682663,0.0,-2.7755575615628914e-17,9.621984583408626,0.0,-2.7755575615628914e-17,-0.18801541659137477
1790250603201,0.19757059306826513,0.42222985825968473,9.615814788242343,-0.0007371021870886219,0.0003873793633676553,-0.00008867205009306439,-33.58523535860338,-21.91742334365402,-23.040223611645906,23.3352096,85.3205683,0.0,2.514239230242591,-1.1759249008861112,147.7900298471116,-5.551115123125783e-17,0.0,9.627107885249414,-5.551115123125783e-17,0.0,-0.18289211475058664
1790250603303,0.19645457801589564,0.4215677074440681,9.61669767394357,-0.0018246089016287872,0.001484282896796949,0.0000764163174883882,-33.39279825488307,-22.105616800578566,-22.685013599450272,23.3352096,85.3205683,0.0,2.510071218926344,-1.169180726081415,147.3923822205493,0.0,5.551115123125783e-17,9.627937883327599,0.0,5.551115123125783e-17,-0.18206211667240169
1790250603410,0.19140171353852894,0.4159139888582982,9.624538700765555,-0.0013082573522340743,0.0025038380190063325,-0.00003227013523804517,-33.13588160598594,-22.408603560393026,-22.75907714365522,23.3352096,85.3205683,0.0,2.4744353731114503,-1.1382201321963952,146.80797876671772,-5.551115123125783e-17,0.0,9.63542237084641,-5.551115123125783e-17,0.0,-0.17457762915359076
1790250603510,0.1825365969305319,0.4205515120008372,9.623637056860362,-0.0002995590041094416,0.002336849805863378,-0.0002911212843827271,-32.77315167395887,-22.390816430775157,-22.814236112898158,23.3352096,85.3205683,0.0,2.5022250629863874,-1.085593130100246,146.56853637177798,5.551115123125783e-17,1.1102230246251565e-16,9.634551021487257,5.551115123125783e-17,1.1102230246251565e-16,-0.175448978512744
1790250603621,0.18747391090455715,0.4159732436254306,9.629651869360899,-0.00030502817797552033,0.0006094463426690083,-0.00043481395942677613,-32.970901956123825,-22.2898960599223,-23.215902490422177,23.3352096,85.3205683,0.0,2.4734750303939714,-1.1142773694025352,146.84483530034268,5.551115123125783e-17,-5.551115123125783e-17,9.64045514131817,5.551115123125783e-17,-5.551115123125783e-17,-0.16954485868182978
1790250603728,0.19306516048490954,0.4250658027469399,9.640450728840236,-0.00009340576438570632,-0.0001133101960828152,0.0005645715312052939,-33.24505141475817,-22.207232647917575,-23.282461094052746,23.3352096,85.3205683,0.0,2.5246446564745724,-1.1461712774818538,147.18707019759583,0.0,0.0,9.651748305258183,0.0,0.0,-0.15825169474181777
1790250603829,0.20137094210732343,0.4169584174617746,9.706262693826806,-0.000623601222026439,-0.000013028787594205272,0.00021319651797379295,-33.232293669433474,-22.463712804867072,-23.350934079954353,23.3352096,85.3205683,0.0,2.4597807986886373,-1.1874213805856917,146.81689071222502,0.0,2.7755575615628914e-17,9.717301068701712,0.0,2.7755575615628914e-17,-0.09269893129828866
1790250603939,0.20785337362226827,0.42290700611336896,9.656236152267454,-0.0009711375098838247,-0.0025546579672324475,-0.000086118182444299,-32.89856609994342,-22.503661724859757,-23.26046362594972,23.3352096,85.3205683,0.0,2.507738164715682,-1.2319378107553598,146.50663762527617,0.0,0.0,9.667727240106794,0.0,0.0,-0.1422727598932063
1790250604040,0.11416436705473992,0.16579579586098742,9.664162750600205,-0.013352612606487464,0.0028859881531564783,-0.12291888481670826,-32.779421599916574,-22.579342397952956,-23.0062507870047,23.3352096,85.3205683,0.0,0.9828546788497609,-0.676713552862764,145.69869653724058,0.0,-1.3877787807814457e-17,9.66625901880964,0.0,-1.3877787807814457e-17,-0.14374098119036027
1790250604140,0.29932231159546463,0.3138377738147654,9.692650481797276,-0.02193193997873738,0.0024526107207375894,-0.2876651761808078,-32.64544018598461,-22.826792473886428,-22.962794295818153,23.3352096,85.3205683,0.0,1.8545288449879695,-1.767884054955987,145.3777307186197,5.551115123125783e-17,-5.551115123125783e-17,9.702348239306648,5.551115123125783e-17,-5.551115123125783e-17,-0.10765176069335247
1790250604246,-0.3809560670472268,-0.05425869327568075,9.723870339417001,0.016113039062116693,0.04154966343017744,-0.37919894897142975,-32.217157405804436,-23.313351164125955,-23.06002884738725,23.3352096,85.3205683,0.0,-0.31970416652290506,2.2435180406192385,144.69789557286518,-5.551115123125783e-17,2.7755575615628914e-17,9.73148117752944,-5.551115123125783e-17,2.7755575615628914e-17,-0.07851882247055997
1790250604360,0.011026390591805726,0.643994177044145,9.559963160470863,-0.03033450634568634,0.10853901281059213,-0.20750079742941066,-31.492980566795172,-24.094087337405345,-23.2145119666347,23.3352096,85.3205683,0.0,3.853831474765343,-0.06593506505493973,144.46111365891463,-5.551115123125783e-17,-1.1102230246251565e-16,9.581635857770651,-5.551115123125783e-17,-1.1102230246251565e-16,-0.2283641422293492
1790250604464,-0.02635094753550156,0.3615901038432972,10.069849211246124,0.024412736024541897,0.15498639062649897,-0.0660523409009727,-30.560119650155833,-25.03036557757198,-23.274213428397676,23.3352096,85.3205683,0.0,2.0565044127228216,0.14983563143664072,141.7011475137953,5.551115123125783e-17,1.1102230246251565e-16,10.076373599309804,5.551115123125783e-17,1.1102230246251565e-16,0.2663735993098033
1790250604564,-1.4180228858519441,0.43081658386790145,10.396571634087355,0.2659935020643075,0.42679164852926155,-0.04263938643638095,-29.691183531569532,-26.053002484231786,-23.38017942457497,23.3352096,85.3205683,0.0,2.372883949942112,7.760256920949665,142.23429493301012,3.3306690738754696e-16,-2.220446049250313e-16,10.501670989725648,3.3306690738754696e-16,-2.220446049250313e-16,0.6916709897256474
1790250604665,-1.813047643369395,0.7378895924535068,10.114478047975297,0.39012526758489263,0.5346714955294167,0.10143790635415993,-29.144991448874016,-27.048069380276882,-23.364229667755524,23.3352096,85.3205683,0.0,4.172552759152524,10.136118705893955,141.94748540564476,-2.220446049250313e-16,0.0,10.302149726671258,-2.220446049250313e-16,0.0,0.4921497266712578
1790250604773,-1.6085997032035575,1.2216192543868982,9.408603602522007,0.5089106092273927,0.3529798025207625,0.23742359126163068,-27.651502419990603,-28.519058548350625,-23.472317051105424,23.3352096,85.3205683,0.0,7.397933879017028,9.622870111275063,140.29364103524406,-3.885780586188048e-16,0.0,9.622981261398438,-3.885780586188048e-16,0.0,-0.18701873860156226
1790250604886,-1.4880879258119637,1.6956325894025788,8.379426281110707,0.5192534160273615,0.046491439137928685,0.1673261774598503,-26.268688751307412,-29.63756196240104,-23.076291270388104,23.3352096,85.3205683,0.0,11.439705951242983,9.873996640413017,139.5554038963456,5.4643789493269423e-17,0.0,8.677808499486506,5.4643789493269423e-17,0.0,-1.1321915005134944
1790250604992,-0.31584571803325545,2.860875593096332,8.276953289559899,0.8578271763195519,-0.7849140799564196,0.35794405111517036,-25.591025733254884,-30.551988732517724,-21.8620086173706,23.3352096,85.3205683,0.0,19.06737901536687,2.065536132602977,140.1032217012344,0.0,0.0,8.763122927035239,0.0,0.0,-1.0468770729647616
1790250605092,0.5360531613477564,3.0421903438534272,9.825875621663481,-0.06220240999367269,-1.0493345152167957,0.1084472305509516,-26.378166171949577,-30.95454618442597,-19.57326983370936,23.3352096,85.3205683,0.0,17.203052988302456,-2.9832475927081115,137.28229963208815,0.0,-2.220446049250313e-16,10.30000518506795,0.0,-2.220446049250313e-16,0.4900051850679503
1790250605205,1.1565189508364133,3.8012607737708533,10.348505163696144,0.3464421229344451,-0.6974972161722638,-0.2764464512750183,-27.219656759033164,-31.418795896100125,-16.869637211132307,23.3352096,85.3205683,0.0,20.16952690587687,-5.988639448093694,138.07783114057997,0.0,4.440892098500626e-16,11.085065569354947,0.0,4.440892098500626e-16,1.2750655693549469
1790250605310,2.7001995099831184,5.001652501657444,10.177597504414043,0.8486914210640061,-0.5258156921685473,-0.30571730808278724,-27.401853597836414,-32.79779079410426,-13.20233336805942,23.3352096,85.3205683,0.0,26.171229845632954,-13.393229891705527,138.37344149623888,0.0,-2.220446049250313e-16,11.657233638514079,0.0,-2.220446049250313e-16,1.8472336385140782
1790250605425,4.815213474287757,3.5479276794750274,9.671613683537421,0.8039929694125738,-0.937348614824975,-0.33433457138320294,-27.14416806240664,-33.96064412472025,-9.343871618966771,23.3352096,85.3205683,0.0,20.14502024920874,-25.051996435349945,129.5243940073332,0.0,-5.551115123125783e-16,11.37163940974808,0.0,-5.551115123125783e-16,1.5616394097480804
1790250605539,3.5428529565135296,3.0585155312224073,8.37790698435412,1.1860792625748884,-0.9522061855921153,-1.3099080292603194,-26.081520764867463,-35.356044887219895,-4.6792435491860225,23.3352096,85.3205683,0.0,20.05557919073513,-21.66481378828378,128.3841350223066,0.0,-1.6653345369377348e-16,9.596647839985318,0.0,-1.6653345369377348e-16,-0.21335216001468282
1790250605659,0.38349296071322314,4.3604104498010345,5.361150795143814,0.9803798801163662,-0.8988522574060462,-2.169457617108274,-22.12578570102011,-37.68677919603091,2.4792954253903634,23.3352096,85.3205683,0.0,39.122657584528746,-3.1763243731447086,126.51394391884756,-8.881784197001252e-16,-2.220446049250313e-16,6.9211403677372285,-8.881784197001252e-16,-2.220446049250313e-16,-2.888859632262772
1790250605769,-3.4710334463168775,6.544816306726403,3.508262056752566,0.7620164101081685,0.22007465775152213,-2.458234206406803,-14.025249673917768,-40.29782368846626,9.289523671845116,23.3352096,85.3205683,0.0,61.80705599757255,25.052741671873733,105.47255577031842,4.440892098500626e-16,0.0,8.196987027749405,4.440892098500626e-16,0.0,-1.613012972250596
1790250605887,-5.880450720374095,7.9501616751184825,4.418519599242169,-0.20698687775321983,0.09818528154455047,-1.4652131645778457,-3.055370037171956,-41.224566245182636,14.055499846420485,23.3352096,85.3205683,0.0,60.935687111112394,32.88355903912915,80.94768385434428,4.440892098500626e-16,-1.1102230246251565e-15,10.830885780219369,4.440892098500626e-16,-1.1102230246251565e-15,1.020885780219368
1790250606001,-5.057896415305443,7.739993427531536,5.92048113416744,-0.7097031481777096,-0.8645958718736961,0.10186983020714403,5.101204698635838,-41.3095315269019,15.592759145215402,23.3352096,85.3205683,0.0,52.58687794411482,27.431100552284004,71.10970584122944,0.0,-2.706168622523819e-16,10.979158039951134,0.0,-2.706168622523819e-16,1.1691580399511334
1790250606105,-1.0704227710469463,6.302912250730212,7.427778678798097,-0.7544740552463203,-2.5131547917497064,0.6877471959752396,8.384332706641862,-41.93674783035414,13.988739777509236,23.3349197,85.3205683,4.262922286987305,40.31658732790723,6.2706023364234165,76.27528453628322,0.0,-3.3306690738754696e-16,9.800224683668656,0.0,-3.3306690738754696e-16,-0.009775316331344541
1790250606214,2.0116505173394716,6.441334699718343,7.2784505481658055,0.28831265116998095,-2.8170266032311404,0.5299735577398147,9.238077333101478,-43.290642173595664,9.18290257569601,23.3349197,85.3205683,4.262922286987305,41.50841345246643,-11.693559408032405,79.72071089138724,8.881784197001252e-16,-4.440892098500626e-16,9.925390314733363,8.881784197001252e-16,-4.440892098500626e-16,0.11539031473336259
1790250606314,4.663983896880607,7.005343987957549,6.688670527820089,1.4366785618597815,-1.756097155746251,-0.2248916112026892,9.207494659834856,-43.82721504889322,6.304210210661236,23.3349197,85.3205683,4.262922286987305,46.32472617923666,-25.712304096362725,81.51249451938172,0.0,0.0,10.750158306262456,0.0,0.0,0.9401583062624557
1790250606426,4.6818240440083425,7.811136339714648,3.379056220893106,2.162073527840596,-0.04894277064432673,-1.3703041645172798,10.822596965572057,-43.05438409089851,7.4320608802510595,23.3349197,85.3205683,4.262922286987305,66.60694658984322,-28.815670957733236,78.04170439285596,1.3322676295501878e-15,-6.661338147750939e-16,9.713462216976076,1.3322676295501878e-15,-6.661338147750939e-16,-0.09653778302392446
1790250606533,2.048370376104795,7.597268351178384,-1.4897864996573342,1.912656078264348,1.770282684427702,-2.74547870043094,14.756120170309515,-38.52773893524143,14.14079183652589,23.3349197,85.3205683,4.262922286987305,101.0946383533429,-14.819756835975182,42.34569662555648,-2.220446049250313e-16,-2.220446049250313e-16,8.008356348969599,-2.220446049250313e-16,-2.220446049250313e-16,-1.8016436510304015
1790250606644,-3.2356913569361363,6.786741824828064,-3.6502631330263875,0.7546284706803373,3.2507915864096457,-3.5333061016905227,17.855465601587948,-31.60295885995454,21.912432031808127,23.3349197,85.3205683,4.262922286987305,118.27367785335903,22.776849748854147,-7.4552386739800784,2.220446049250313e-16,8.881784197001252e-16,8.357869590664441,2.220446049250313e-16,8.881784197001252e-16,-1.4521304093355596
1790250606751,-6.224966811399832,5.914771898922691,-0.8400813459641358,-0.8001432853770882,0.7814471300489956,-2.6332753221377385,18.229703593845088,-23.032366503121807,30.70357985915731,23.3349197,85.3205683,4.262922286987305,98.0837127823791,46.17793140567651,7.839197081605843,9.783840404509192e-16,-1.1102230246251565e-15,8.627889376154046,9.783840404509192e-16,-1.1102230246251565e-15,-1.1821106238459542
1790250606851,-7.771252796213957,5.775288586675059,-1.6591756653912997,-0.7053955295307671,0.03274209136617848,-1.8377177049816755,18.032564769752135,-18.786671143022,34.39790265343948,23.3349197,85.3205683,4.262922286987305,106.02876508987521,52.288054235444214,1.983831922102642,-5.551115123125783e-16,-4.440892098500626e-16,9.823400234677862,-5.551115123125783e-16,-4.440892098500626e-16,0.013400234677861889
1790250606964,-8.94287545650893,4.785073302234961,0.8418928375709224,-1.8988543469556236,-1.5106460456055484,-0.8558381449736927,19.45741364689644,-16.709870596759085,35.268724202077124,23.3349197,85.3205683,4.262922286987305,80.02142343108657,61.485228968309265,3.748652308557549,-5.551115123125783e-16,3.3306690738754696e-16,10.177461937454975,-5.551115123125783e-16,3.3306690738754696e-16,0.3674619374549746
1790250607065,-9.574541803034402,3.247976872003421,4.796464953277604,-2.5712714640815615,-1.7456203040997078,-0.13456367364419447,23.10001709624602,-17.854776892421178,32.259610728386754,23.3349197,85.3205683,4.262922286987305,34.10430780393421,58.8255926814679,18.2772448639837,0.0,-6.661338147750939e-16,11.190499566468993,0.0,-6.661338147750939e-16,1.380499566468993
1790250607172,-8.810048584306855,2.0223564962178537,7.559828217571151,-2.472545353750769,-1.7510638484645007,0.8184818070287089,27.39888038832382,-22.325783349700238,25.075090899981017,23.3349197,85.3205683,4.262922286987305,14.976709113908464,48.386433470285034,29.117715233779762,0.0,2.220446049250313e-16,11.783797543017563,0.0,2.220446049250313e-16,1.9737975430175627
1790250607284,-7.885399223064779,0.7307868798325525,8.333012048555249,-2.717868670863939,-1.8154783414542086,2.9507166861847356,28.934010417813344,-29.490123424926573,12.61517223798542,23.3349197,85.3205683,4.262922286987305,5.011891780362581,43.30952820872548,43.756900196448534,-8.881784197001252e-16,-4.440892098500626e-16,11.495767054538508,-8.881784197001252e-16,-4.440892098500626e-16,1.6857670545385073
1790250607392,-2.3250632522327823,-1.0738387957185198,8.516569376820653,-2.583096901639632,-1.5754293879836363,3.0049050496618652,22.91643812050051,-34.899015204443636,0.8111243531218166,23.3349197,85.3205683,4.262922286987305,-7.186397442403122,15.155495091351964,57.66446202235024,1.1102230246251565e-16,0.0,8.893312253388657,1.1102230246251565e-16,0.0,-0.916687746611343
1790250607504,-1.5761542218334559,-1.8325790686706582,11.204135317864742,-1.5547915499865166,-0.2376100290022709,2.3113005904307493,9.512348686869043,-37.36082186226455,-12.820518269579983,23.3349197,85.3205683,4.262922286987305,-9.289200219172223,7.903926103268881,78.92588418384008,2.220446049250313e-16,-2.220446049250313e-16,11.461904571010757,2.220446049250313e-16,-2.220446049250313e-16,1.651904571010757
1790250607604,-2.4186993943787196,-2.1362261265295572,11.590882330399927,0.8081285674889107,0.028997086730209204,2.5063479161478663,-0.9340001879396278,-35.32384446952029,-21.261402938309548,23.3349197,85.3205683,4.262922286987305,-10.442560240090053,11.59702253557083,97.68009740092397,0.0,2.220446049250313e-16,12.031713178978823,0.0,2.220446049250313e-16,2.2217131789788223
1790250607704,-1.3937401178342825,-0.23972328323080228,10.033089819615908,2.575513682389064,0.4784320317727682,2.472305567182627,-9.27705006535085,-33.25810214043135,-24.596041562705892,23.3349197,85.3205683,4.262922286987305,-1.3687228740594093,7.906365764605372,110.40302823473901,1.1102230246251565e-16,2.220446049250313e-16,10.132268753693028,1.1102230246251565e-16,2.220446049250313e-16,0.3222687536930273
1790250607805,-1.7500471796125188,3.3161532392176163,7.204367591358549,1.9083724475719832,0.44661058417868976,1.7510170479397424,-15.985050415703927,-33.53263649458065,-22.652439179855545,23.3349197,85.3205683,4.262922286987305,24.716502784911786,12.443526389455489,132.1323426510023,2.220446049250313e-16,8.881784197001252e-16,8.121727022515632,2.220446049250313e-16,8.881784197001252e-16,-1.6882729774843686
1790250607906,-1.552942316899514,5.0596307959082285,8.420069933453092,1.0897880593541365,0.4174296258872845,1.5860892452153712,-21.06586583166177,-33.21899546218423,-18.703348065419334,23.3349197,85.3205683,4.262922286987305,31.001711660811274,8.983399993412174,138.96381107165567,-2.220446049250313e-16,0.0,9.945303983024395,-2.220446049250313e-16,0.0,0.13530398302439473
1790250608014,0.20255821693637455,5.991992416803052,7.2435551638275095,1.7076980916789548,0.008959497611710818,1.2102330079772596,-26.09819695768371,-31.477931297531608,-14.970373925219286,23.3349197,85.3205683,4.262922286987305,39.59813299819361,-1.2343699547740579,150.87729700625377,0.0,0.0,9.402876919628689,0.0,0.0,-0.40712308037131173
1790250608114,0.09100150669646896,7.475842140466368,4.97287385790432,1.814744142260159,-0.5641482132159319,0.31678123478479725,-29.86146303666981,-29.85912201250234,-11.14533090216415,23.3349197,85.3205683,4.262922286987305,56.36844842505775,-0.5806857520338916,166.74688484734855,1.1102230246251565e-16,0.0,8.979196589340384,1.1102230246251565e-16,0.0,-0.830803410659616
1790250608223,-0.43681628611831225,8.71837616056107,3.8073813564783454,1.6051842880886538,-0.883995990366822,-0.08429125735624161,-32.10453494782805,-29.2482765477176,-5.86055050963049,23.3349197,85.3205683,4.262922286987305,66.40873931604347,2.628919474198471,166.6244084799251,1.1102230246251565e-16,8.881784197001252e-16,9.523499574133275,1.1102230246251565e-16,8.881784197001252e-16,-0.2865004258667252
1790250608332,-0.27062599621546307,8.984035533835701,2.258300939104759,1.7722527208804182,-1.2067955592485455,-0.26518926180554975,-32.478284382689445,-29.46628324936242,2.9656829742560644,23.3349197,85.3205683,4.262922286987305,75.88999894177343,1.6733722298807239,161.26997683691582,-2.220446049250313e-16,0.0,9.267473012348706,-2.220446049250313e-16,0.0,-0.5425269876512946
1790250608441,-0.5647099161726986,9.257115197983639,-0.3157534479361697,1.530076308166304,-1.880276135729987,-0.4428874603962852,-31.225370658111974,-28.85768302013898,11.051236537959449,23.3349197,85.3205683,4.262922286987305,91.95355986863048,3.4888528949060444,158.61817398698952,1.1102230246251565e-16,6.661338147750939e-16,9.279697156591212,1.1102230246251565e-16,6.661338147750939e-16,-0.5303028434087889
1790250608550,-0.981739468396579,8.99007141006209,-1.5267106414560294,1.2164460675235091,-1.913019071410046,-0.6388511701578508,-27.906977445565747,-26.98605352015319,19.54849786141577,23.3349197,85.3205683,4.262922286987305,99.63812499859822,6.144864959144221,145.56498931596477,3.3306690738754696e-16,4.440892098500626e-16,9.171479800149944,3.3306690738754696e-16,4.440892098500626e-16,-0.6385201998500563
1790250608651,-2.455558013836817,9.154592953749583,-2.8541439267728554,0.20761963527907776,-2.5233381993847726,-0.69571608781726,-21.045205029884915,-24.342138308799957,28.778537103576827,23.3349197,85.3205683,4.262922286987305,107.31600598389595,14.363393190152472,118.54531145026124,8.881784197001252e-16,2.220446049250313e-16,9.898609743943545,8.881784197001252e-16,2.220446049250313e-16,0.08860974394354493
1790250608762,-3.0388961642408043,9.247024064956602,-1.3214199507881146,-1.1832277916938576,-3.027192735108021,-0.6937082605313176,-13.10069311794595,-23.51263567222849,34.0278381786834,23.3349197,85.3205683,4.262922286987305,98.13263149186409,18.021263508506543,93.37720360270542,0.0,-2.0122792321330962e-16,9.822855727397448,0.0,-2.0122792321330962e-16,0.012855727397447225
1790250608866,-3.72671125436097,8.81635871698141,1.8025483236327002,-2.029182424906198,-2.3219590198880584,-0.6313685246350207,-2.8190087250723295,-25.068995915320937,34.707865650775084,23.3349197,85.3205683,4.262922286987305,78.44484568700828,22.496250989567894,74.10742735178373,0.0,9.43689570931383e-16,9.739904427606355,0.0,9.43689570931383e-16,-0.07009557239364561
1790250608969,-3.589255706505996,7.783177290976741,4.525042062555497,-2.1815765879170326,-1.7442681868852712,-0.037210983612749514,8.860882090953897,-29.322850747187506,29.149367366690928,23.3349197,85.3205683,4.262922286987305,59.82681565464085,21.735868666383546,61.68301484903892,4.440892098500626e-16,-1.1102230246251565e-15,9.692090122226393,4.440892098500626e-16,-1.1102230246251565e-15,-0.11790987777360762
1790250609080,-2.37043617029783,6.059087007039435,6.738710704327565,-2.353108662407667,-0.952825570396748,0.5360955914076628,14.94328314074903,-33.419583949630486,21.134625775176644,23.3349197,85.3205683,4.262922286987305,41.960178029280904,14.65871928935242,61.17855755693078,0.0,-1.1102230246251565e-15,9.367055297848372,0.0,-1.1102230246251565e-15,-0.4429447021516282
1790250609182,-2.0128912515411437,4.759183564716837,8.205701517089151,-1.7097764652411018,-0.14421620392176285,0.9079869801242637,17.256337892819225,-37.27299225775029,12.275068693817223,23.3349197,85.3205683,4.262922286987305,30.113088848393975,11.980286563524242,61.95450643868839,-8.881784197001252e-16,1.1102230246251565e-16,9.697169524183897,-8.881784197001252e-16,1.1102230246251565e-16,-0.11283047581610361
